car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
BE14,BLK 167A BISHAN STREET 13,1.3470591230008566,103.85543169019655,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BE15,BLK 152A BISHAN STREET 11,1.3451627584912207,103.85483824803856,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.90,N
BE16,BISHAN PARK I,1.364299477060462,103.83506094142611,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BE17,BISHAN PARK II,1.3630077482977747,103.84767846445125,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BE18,BLK 441-455 SIN MING/BRIGHT HILL DRIVE,1.3583510906519627,103.83108616866879,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE19,BLK 503/504 BISHAN STREET 11,1.3488553698228003,103.84820175969973,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BE20,BLK 505 BISHAN STREET 11,1.348891503524757,103.84866481348335,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.90,N
BE21,BLK 506/509 BISHAN STREET 11,1.3486246747246498,103.84904051876238,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BE22,BLK 511/513 BISHAN STREET 13,1.3494365936467376,103.84965495311563,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BE23,BLK 514 BISHAN STREET 13,1.350095907120638,103.8497629135692,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.80,N
BE24,BLK 201/206 BISHAN STREET 23,1.3553323098292807,103.84748284110583,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE25,BLK 207A BISHAN STREET 23,1.3551543675245747,103.8483089249273,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BE26,BLK 207/212/216/217 BISHAN STREET 23,1.3558952354526168,103.84845669941903,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
BE27,BLK 212A BISHAN STREET 23,1.3566562135466171,103.84863114624726,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BE28,"BLK 213-215,218-227 BISHAN STREET 23",1.3579257837444072,103.8480503922034,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE29,BLK 228-231 BISHAN STREET 23,1.3574527003474073,103.84590085114554,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE3,BLK 401-408 SIN MING AVE,1.362363820332417,103.83440656538855,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE3R,BLK 410A SIN MING AVE,1.3631658099412423,103.83544188847287,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,9,2.10,N
BE30,BLK 231A BISHAN STREET 23,1.3574639721486652,103.84644532993391,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BE31,BLK 232-237 BISHAN STREET 22,1.3588668638092514,103.84609524349523,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
BE32,BLK 237A BISHAN STREET 22,1.3591710155830472,103.84667247515101,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BE33,BLK 238-245 BISHAN STREET 22,1.360170700467688,103.84482006190848,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE34,BLK 246A BISHAN STREET 22,1.3609610362378004,103.84362160812951,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.85,N
BE35,BLK 246-256 BISHAN STREET 22,1.3614206825630537,103.84308446006855,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE36,BLK 278-281 BISHAN STREET 24,1.3574951697204785,103.84453538273536,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
BE37,BLK 282 BISHAN STREET 22,1.3580079412271227,103.84442083770412,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.95,N
BE38,BLK 283/284 BISHAN STREET 22,1.3588986300125814,103.84456648767828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
BE39,BLK 263A BISHAN STREET 22,1.3591964018143061,103.84197133762822,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.90,N
BE4,BLK 101-116 BISHAN STREET 12,1.346495537393408,103.84837778261465,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BE40,BLK 268A BISHAN STREET 24,1.357311177642305,103.84264015136309,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
BE42,BLK 290A BISHAN STREET 24,1.355561780622899,103.84454814694634,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BE44,BLK 448A BRIGHT HILL DRIVE,1.3578308220309527,103.83163014387951,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BE45,BLK 275 BISHAN ST 24,1.3563083436627195,103.8436737995863,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
BE5,BLK 117-134 BISHAN STREET 12,1.346177376327491,103.85096106346917,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BE6,BLK 135/138 BISHAN STREET 12,1.344748214102587,103.85188334257273,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BE7,BLK 139-144 BISHAN STREET 12,1.3450046991490174,103.85302289077185,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BE8,"BLK 145-150A, 151 BISHAN STREET 11",1.3444363922390985,103.85531480784525,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BE9,BLK 153-167 BISHAN STREET 13,1.3471702615089838,103.85618277394852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BH1,BLK 1 THOMSON ROAD,1.3249913646328675,103.8424599258254,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BH2,BLK 2 BALESTIER ROAD,1.3260459729073188,103.842761303002,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BJMP,BLK 259B BANGKIT ROAD,1.3777664235348215,103.77351523338471,MECHANISED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,15,2.15,N
BJ1,BLK 130-140 CASHEW ROAD,1.3739566801241152,103.76932302016631,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,1.378939286630854,103.77065516676899,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,1.380763687110141,103.77187994356355,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
BJ12,BLK 246-255 BANGKIT ROAD,1.3802532628105784,103.77448858908443,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
BJ13,BLK 270-277 BANGKIT ROAD,1.3770036224850932,103.77477880177571,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BJ14,BLK 257 BANGKIT ROAD,1.378986937795816,103.77352906342219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BJ15,BLK 259A BANGKIT ROAD,1.3774944817504973,103.77378188713317,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,3.00,N
BJ16,BLK 259A BANGKIT ROAD,1.3775065165718783,103.77362031087559,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
BJ17,BLK 401A FAJAR ROAD,1.3812502325627354,103.76894572813386,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BJ18,BLK 401-408 FAJAR ROAD,1.3809699699980742,103.76811152657737,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.40,N
BJ19,BLK 409-419 FAJAR ROAD,1.384033758824113,103.76838389812893,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BJ2,BLK 141-151 GANGSA/PETIR ROAD,1.3761350307538076,103.7666613402764,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BJ20,BLK 420-426 FAJAR ROAD,1.3860579471811598,103.769781679334,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,1.3859447799988975,103.77067200118992,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BJ22,BLK 256/257/260 BANGKIT ROAD,1.3782937079787774,103.77350310387189,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
BJ23,BLK 258 BUKIT PANJANG RING ROAD,1.3776345511753252,103.77295108931894,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
BJ24,BLK 436-441 FAJAR ROAD,1.3832674838228838,103.77046826752373,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BJ25,BLK 453A FAJAR ROAD,1.384899130104685,103.77172518427943,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ26,BLK 449A BUKIT PANJANG RING ROAD,1.3838090743064257,103.77269937922769,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ27,BLK 442A FAJAR ROAD,1.3826405383885618,103.77095043939036,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ28,BLK 170A LOMPANG ROAD,1.378924834192692,103.76554600407277,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ29,BLK 505A JELAPANG ROAD,1.3849380921344518,103.76768309161008,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,1.3773101941380117,103.76937734296435,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.40,N
BJ30,BLK 510A JELAPANG ROAD,1.3870292824106258,103.76897932907721,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ31,BLK 513A JELAPANG ROAD,1.3878981508664137,103.76751842409762,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,2,2.15,N
BJ32,BLK 518A JELAPANG ROAD,1.386557415749322,103.76684764178867,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ33,BLK 234A BUKIT PANJANG RING ROAD,1.3791195021651246,103.7720111271445,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ34,BLK 517A JELAPANG ROAD,1.387796059901576,103.76649013821367,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ35,BLK 521A JELAPANG ROAD,1.3870243325743734,103.76587216140476,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ36,BLK 525A JELAPANG ROAD,1.3862628916315594,103.76529587592344,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ37,BLK 529A JELAPANG ROAD,1.3853758101416573,103.76466066314032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ38,BLK 533A BUKIT PANJANG RING ROAD,1.3851366908698401,103.76342664649454,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ39,BLK 537A BUKIT PANJANG RING ROAD,1.3842317977235148,103.76286006929963,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ4,BLK 219/233 PETIR ROAD,1.3755313767853974,103.77225793527481,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BJ40,BLK 541A BUKIT PANJANG RING ROAD,1.3828257877526797,103.76290164919327,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
BJ41,BLK 152A GANGSA ROAD,1.3755120500520865,103.7654544839076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ42,BLK 163A GANGSA ROAD,1.3769212779575655,103.76428644466158,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ43,BLK 603A SENJA ROAD,1.381720445982174,103.76167761264911,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ44,BLK 177A LOMPANG ROAD,1.3806489411159282,103.76498679347908,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.15,N
BJ45,BLK 180A LOMPANG ROAD,1.3786879613964398,103.76500878091232,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
BJ48,BLK 651A SENJA LINK,1.3871857898272917,103.76460302573584,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,1.3848974600068813,103.76148675340319,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
BJ5,BLK 225A PETIR ROAD MSCP,1.3749915531813584,103.7730772236168,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BJ50,BLK 468A SEGAR ROAD,1.388183997698606,103.77368892264865,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ51,BLK 181A JELEBU ROAD,1.379398408707913,103.76346427312762,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ52,BLK 185A JELEBU ROAD,1.379113361323433,103.76263790594537,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ53,BLK 480A SEGAR ROAD,1.389802807641881,103.77193206988463,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
BJ54,BLK 476A SEGAR ROAD,1.3890478094024705,103.77350010545928,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ55,BLK 625A SENJA ROAD,1.3862829447414375,103.76077695178896,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
BJ56,BLK 629A SENJA ROAD,1.385891216047011,103.75894983505444,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
BJ57,BLK 628 SENJA RD,1.385251202845707,103.76017044837732,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BJ58,BLK 455A SEGAR ROAD,1.3875244297684308,103.77127261757724,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
BJ59,BLK 488A SEGAR ROAD,1.3898650835437794,103.77126415842334,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ6,BLK 217A PETIR ROAD MSCP,1.3741714064009953,103.77440629700969,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.90,N
BJ60,BLK 547 SEGAR ROAD,1.3882914101394497,103.76949985573688,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
BJ61,BLK 548 SEGAR ROAD,1.3889973185441589,103.76783128358848,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
BJ62,BLK 454 FAJAR ROAD,1.384268625374574,103.77139632201686,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BJ63,BLK 443 FAJAR ROAD,1.3813155105578694,103.77029114340563,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ65,BLK 632 SENJA ROAD,1.3847041571560248,103.75876137706072,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
BJ66,BLK 634 SENJA ROAD,1.3862485761850678,103.75770261335553,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ67,BLK 636 SENJA ROAD,1.3873499559694598,103.75798290360146,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ68,BLK 422A FAJAR ROAD,1.3853817252275453,103.76997021493034,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ8,BLK 201/218 PETIR ROAD,1.3746997308259696,103.77359583708795,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BKE1,BLK 668 CHANDER ROAD,1.3078189305831844,103.8515963392349,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BKE2,BLK 681/682 RACE COURSE ROAD,1.314128096949686,103.85547996378351,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,2.30,N
BKE3,BLK 682/683 RACE COURSE ROAD,1.3144152298359435,103.85580084662944,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,2.30,N
BKE4,BLK 684/685 RACE COURSE ROAD,1.3144503701412007,103.85684097167268,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.00,N
BKE7,BLK 678 PERUMAL ROAD,1.3126129574907244,103.85532195310934,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N
BKE9,BLK 668 CHANDER ROAD,1.307337212647671,103.85146379729147,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BKRM,BLK 6A BOON KENG ROAD,1.3172763032697552,103.86136809519948,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
BLM,BLK 10 BENDEMEER ROAD,1.3155064401637513,103.86095873270126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
BL10,BLK 188/191 BOON LAY DRIVE,1.3437618406573535,103.7114251379436,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
BL13,BLK 198/206 BOON LAY DRIVE,1.3446925875203717,103.71503519763307,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BL15,BLK 257A BOON LAY DRIVE,1.3459715197541577,103.70756220303554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
BL17,BLK 268 BOON LAY DRIVE,1.3478712414477692,103.70774069535459,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BL18,BLK 208A BOON LAY PLACE,1.346549555712571,103.71442382780704,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BL19,BLK 212A BOON LAY PLACE,1.3487772809984708,103.7133456635813,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BL20,180 BOON LAY DRIVE,1.3480982543721107,103.70817527684159,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
BL21,183 BOON LAY AVENUE,1.3492568430818872,103.70937375465324,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BL22,196 BOON LAY DR,1.3425435059718895,103.71374987824393,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BL23,216 BOON LAY AVE,1.3495605885266677,103.71157981204752,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
BL3,BLK 174/179 BOON LAY DRIVE,1.346874707613086,103.70923455522826,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
BL8,BLK 221 BOON LAY PLACE,1.3454251335374876,103.71339091636773,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BL8L,BLK 221 BL8 BOON LAY PLACE,1.346224586311341,103.71206380535884,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.50,N
BL9,BLK 185/187 BOON LAY AVE,1.3458708704867612,103.71071997503024,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.15,N
BMVM,BLK 126A BUKIT MERAH VIEW,1.2846262894692295,103.82312918959775,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N
BM1,BLK 28 JALAN BUKIT MERAH,1.2863026958403272,103.80957147714548,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BM10,BLK 56/57 LENGKOK BAHRU,1.288095999047964,103.81406981706992,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BM12,BLK 55 LENGKOK BAHRU,1.287672032068253,103.81327487237847,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
BM13,BLK 44/47 LENGKOK BAHRU,1.286898204396789,103.81219180664439,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
BM14,BLK 34-36 JALAN RUMAH TINGGI,1.2890407366150325,103.80884793932954,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,5.40,N
BM19,BLK 88/89 REDHILL CLOSE,1.2857124480254312,103.81870264853339,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BM2,BLK 28 HOY FATT ROAD,1.2868507679834955,103.80995307226148,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.10,N
BM20,BLK 89/90 REDHILL CLOSE,1.285247295517056,103.81876020804624,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
BM21,BLK 17 REDHILL CLOSE,1.2851962650167004,103.81800888261792,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
